Count,ExcerptPostId,Id,TagName,WikiPostId
2,16162,1941,literature,16161
1,13688,1944,lake-constance,13687
4,13719,1946,dfw,13718
27,16392,1950,western-europe,16391
3,,1951,churchill,
1,14788,1952,luxembourg-city,14787
8,14786,1953,luxembourg,14785
6,23926,1954,portland,23925
11,16160,1955,malaysian-citizens,16159
3,,1957,manitoba,
36,13906,1959,local-cuisine,13905
14,14884,1960,rotterdam,14883
8,13908,1961,south-india,13907
4,14703,1962,tehran,14702
46,14019,1965,trekking,14018
5,14760,1966,uruguay,14759
4,18085,1967,montevideo,18084
4,14561,1969,zagreb,14560
7,13974,1970,skyteam,13973
4,16206,1973,archaeology,16205
1,14126,1975,dmk,14125
2,14120,1976,negombo,14119
15,52831,1979,conferences,52830
1,14563,1981,perperikon,14562
2,14512,1984,calgary,14511
1,16136,1987,winnipeg,16135
2,16158,1989,iowa,16157
8,14339,1990,open-jaw,14338
11,52847,1996,art,52846
4,14586,2000,tohoku,14585
4,,2001,roads,
5,14757,2005,southwest-airlines,14756
3,14709,2006,algeria,14708
7,16152,2007,spirit-airlines,16151
1,14680,2008,gro,14679
1,14682,2009,reu,14681
7,14736,2011,fco,14735
3,14746,2012,minneapolis,14745
1,14806,2014,gpa,14805
4,16156,2019,iraq,16155
2,16792,2020,afghanistan,16791
1,16749,2021,labrador,16748
8,16214,2022,parachutes-skydiving,16213
2,16790,2023,livorno,16789
15,16146,2025,utah,16145
8,16788,2026,hanoi,16787
3,16195,2027,connecticut,16194
1,16244,2028,north-dakota,16243
3,16246,2029,south-dakota,16245
7,31016,2030,indigenous-peoples,31015
1,16770,2031,cgn,16769
10,52843,2034,cafes,52842
4,16366,2035,casablanca,16365
2,16419,2036,nrn,16418
12,16786,2037,kosovo,16785
4,16784,2038,azores,16783
41,16441,2039,minors,16440
1,16448,2040,yamagata,16447
4,16465,2041,maldives,16464
2,16766,2042,tuva,16765
5,16782,2043,bergen,16781
2,16751,2044,guam,16750
2,16538,2046,nce,16537
78,16768,2048,business-travel,16767
15,16745,2049,hokkaido,16744
16,17804,2050,new-zealand-citizens,17803
5,17806,2051,peruvian-citizens,17805
2,16780,2057,death-valley,16779
1,16718,2058,mst,16717
2,16743,2059,guernsey,16742
9,30861,2061,malaysian-airlines,30860
4,16839,2062,south-carolina,16838
2,16841,2063,vlc,16840
3,17424,2065,eindhoven,17423
3,17422,2066,austin,17421
12,,2067,code-share,
5,17048,2069,andorra,17047
4,16958,2070,grenoble,16957
1,16990,2071,provence,16989
10,17420,2072,denver,17419
4,18254,2073,bne,18253
2,17800,2074,malta-citizens,17799
10,17418,2076,leipzig,17417
9,17223,2077,edi,17222
11,17414,2078,edinburgh,17413
1,17416,2079,dundee,17415
2,60825,2080,whalewatching,60824
10,17281,2082,cph,17280
1,17412,2083,cozumel,17411
54,34847,2084,residency,34846
1,17297,2085,falkland-islands,17296
6,17354,2087,west-bank,17353
4,17390,2089,leuven,17389
6,17471,2090,ory,17470
1,17469,2091,saint-lucia,17468
5,17485,2092,suriname,17484
4,17531,2096,sen,17530
2,18252,2097,world-cup,18251
4,17787,2098,world-war-ii,17786
1,17794,2099,hanover,17793
17,23271,2101,parks-and-gardens,23270
4,17791,2104,brittany,17790
3,17796,2105,uip,17795
14,18609,2116,belarus,18608
17,17995,2118,brazilian-citizens,17994
6,18256,2119,madagascar,18255
5,20911,2123,belize,20910
3,,2125,politics,
9,18245,2126,colorado,18244
2,18248,2127,i-80,18247
34,23916,2131,history,23915
14,23261,2132,coffee,23260
18,20915,2134,italian-citizens,20914
1,18392,2135,zad,18391
1,18515,2142,dunes,18514
1,18518,2143,great-salt-lake,18517
2,18520,2144,salt-lakes,18519
2,18574,2145,seville,18573
5,18605,2147,corsica,18604
2,18607,2148,sardinia,18606
3,18603,2149,rix,18602
15,39267,2152,macau,39266
3,18683,2153,lis,18682
7,18694,2155,iad,18693
3,,2156,sunbathing,
34,30989,2157,domestic-travel,30988
8,19348,2158,bratislava,19347
1,23570,2164,ishigaki,23569
3,,2166,antalya,
5,,2167,railway-station,
1,19901,2171,barefoot,19900
4,52909,2174,borneo,52908
5,52948,2175,trinidad-and-tobago,52947
101,23259,2176,multiple-entry,23258
7,23576,2177,yellowstone,23575
1,19317,2180,lej,19316
4,19385,2182,msp,19384
5,52880,2185,ghana,52879
8,23924,2188,oxford,23923
10,23918,2189,cambridge,23917
6,,2190,self-guided,
7,19599,2193,lga,19598
3,19639,2194,gva,19638
17,19668,2195,syrian-citizens,19667
9,52870,2196,services,52869
6,19846,2197,hamburg,19845
2,19931,2204,txl,19930
7,33750,2206,iraq-citizens,33749
3,20153,2212,northern-territory,20152
4,20246,2215,protocol,20245
7,,2218,ho-chi-minh-city,
12,33754,2219,thai-citizens,33753
10,20648,2221,towels,20647
4,20479,2226,gondolas-and-cable-cars,20478
7,37396,2229,miles-and-more,37395
20,33748,2230,sri-lankan-citizens,33747
102,23269,2234,overstaying,23268
4,23574,2240,jamaican-citizen,23573
1,23894,2241,phoenix,23893
3,20973,2247,nederlandse-spoorwegen,20972
86,20975,2248,event-based-effects,20974
1,23151,2249,gsm,23150
58,21012,2251,visa-extensions,21011
5,22350,2252,salt-lake-city,22349
2,52984,2253,channel-islands,52983
8,23896,2254,svo,23895
54,21158,2255,90-180-visa-rules,21157
1,21164,2256,savannakhet,21163
3,,2257,guest-houses,
14,49977,2258,puerto-rico,49976
14,23906,2259,kenya,23905
2,53361,2260,lake-victoria,53360
7,21248,2261,ofii,21247
60,22499,2263,refunds,22498
4,,2264,waterfalls,
6,53332,2266,wellington,53331
12,38329,2268,bom,38328
3,53328,2271,stonehenge,53327
4,24000,2273,tunisia,23999
40,52077,2274,night-transport,52076
2,21560,2275,yunnan,21559
2,21592,2276,tpe,21591
1,21594,2277,isg,21593
28,23277,2278,missed-flights,23276
1,21681,2281,northeast-china,21680
182,22325,2285,b1-b2-visas,22324
2,52982,2286,isle-of-man,52981
7,53326,2287,weekends,53325
3,22495,2288,greek-citizens,22494
9,39631,2289,spanish-language,39630
11,23149,2290,gds,23148
4,23749,2294,tunisian-citizens,23748
1,21853,2296,evn,21852
32,21855,2297,emirates,21854
12,44897,2299,kenyan-citizens,44896
3,21910,2301,aep,21909
1,23153,2302,cbg,23152
9,24587,2303,stn,24586
5,21921,2304,xian,21920
2,22497,2305,lucerne,22496
37,30991,2306,identity-cards,30990
4,22357,2308,inner-mongolia,22356
3,22798,2309,birdwatching,22797
2,22047,2310,hohhot,22046
2,53350,2311,puebla,53349
6,22170,2314,mnl,22169
8,52829,2316,detroit,52828
7,23883,2317,michigan,23882
5,23902,2318,dtw,23901
9,22317,2321,haggling,22316
2,23887,2322,moldova,23886
1,23566,2323,tiraspol,23565
3,52903,2329,finnair,52902
23,23594,2330,turkish-airlines,23593
2,22639,2331,nou,22638
5,22654,2332,chilean-citizens,22653
14,22934,2335,slovenia,22933
5,52911,2338,turkmenistan,52910
10,22938,2339,ethiopia,22937
3,22936,2340,democratic-republic-congo,22935
2,,2341,easter-island,
3,27713,2344,bristol,27712
15,23590,2346,deportation,23589
2,22835,2347,wyoming,22834
6,52976,2348,jetstar,52975
11,22857,2349,tatkal,22856
1,23592,2352,kiribati,23591
3,23751,2354,portuguese-language,23750
59,23025,2355,long-stay-visas,23024
1,23142,2357,pbc,23141
8,35689,2359,auckland,35688
1,23302,2361,akl,23301
6,23598,2363,lebanese-citizens,23597
9,23596,2364,mexican-citizens,23595
34,23526,2367,proof-of-onward-travel,23525
4,23341,2369,phl,23340
1,23568,2370,kansas,23567
5,23885,2377,north-carolina,23884
5,23572,2379,virginia,23571
1,23606,2381,aerolineas-argentinas,23605
1,23588,2382,crete,23587
38,23640,2385,denial-of-entry,23639
2,23952,2386,saw,23951
4,23892,2389,pacific-ocean,23891
4,53352,2390,tahiti,53351
3,23889,2391,norwegian-citizens,23888
3,24517,2392,houston,24516
3,23954,2393,iah,23953
2,53276,2394,apec,53275
2,53341,2395,pune,53340
4,23900,2398,social-norms,23899
7,23881,2399,pennsylvania,23880
4,,2400,shenzhen,
1,24086,2405,got,24085
3,41958,2406,bergamo,41957
15,24358,2407,firearms,24357
18,39382,2411,opening-hours,39381
2,24350,2414,udr,24349
3,24376,2415,dus,24375
8,24424,2417,manila,24423
1,24426,2418,crk,24425
9,24440,2419,hnd,24439
3,,2420,tikal,
6,,2422,gadgets,
7,,2424,ruins,
5,24879,2427,havana,24878
2,31244,2428,liverpool,31243
5,52951,2429,wales,52950
3,37375,2433,ana,37374
5,,2435,air-quality,
11,52868,2436,e-visas,52867
5,38333,2437,bulgarian-citizens,38332
2,52965,2440,libyan-citizens,52964
1,25218,2445,avv,25217
1,34909,2447,agra,34908
2,25246,2448,cju,25245
4,,2450,san-francisco-bay-area,
5,25361,2454,saudi-airlines,25360
6,52896,2455,faroe-islands,52895
6,38331,2456,afghan-citizens,38330
49,30866,2457,f1-visas,30865
28,31012,2458,j1-visas,31011
29,30868,2459,h1b-visas,30867
6,34769,2460,gibraltar,34768
15,52827,2461,mail,52826
11,,2462,thalys,
55,30870,2465,indian-railways,30869
24,25774,2466,scams,25773
1,31247,2467,york,31246
2,,2469,everglades,
5,,2471,hunting,
3,52999,2472,kix,52998
4,,2474,airbus,
8,30997,2479,ryokans,30996
15,38335,2481,bangladeshi-citizens,38334
2,50455,2482,guatemalan-citizens,50454
5,53339,2483,leh,53338
6,34531,2484,north-india,34530
16,42754,2485,vietnamese-citizens,42753
7,52886,2489,mauritius,52885
5,33752,2491,colombian-citizens,33751
11,51874,2494,jr-pass,51873
3,39290,2495,buffalo,39289
2,,2496,kortrijk,
18,52081,2498,mobile-apps,52080
9,26661,2499,privacy,26660
2,26663,2500,sapporo,26662
4,53355,2503,north-sea,53354
80,26799,2506,flight-search-engines,26798
7,53359,2507,atlantic-ocean,53358
2,26821,2508,ljubljana,26820
29,37056,2510,frankfurt,37055
10,53009,2519,oslo,53008
2,66062,2521,senior-travel,66061
2,,2523,new-mexico,
2,,2524,stuttgart,
2,27170,2525,anr,27169
66,27211,2527,luggage-storage,27210
2,27272,2529,nikko,27271
2,,2531,newfoundland,
3,52892,2534,nigeria,52891
3,52988,2538,lebanon,52987
14,39800,2539,abu-dhabi,39799
6,52997,2545,doh,52996
4,31260,2546,gru,31259
6,27678,2547,tatras,27677
2,27810,2548,sna,27809
5,30847,2549,atl,30846
2,,2550,syracuse,
3,,2551,vilnius,
2,52990,2552,vno,52989
6,46911,2553,new-york-state,46910
1,30921,2556,busking,30920
42,30993,2557,compensation,30992
21,52072,2563,working-visas,52071
6,,2565,baltimore,
8,52894,2566,moroccan-citizens,52893
8,30615,2567,philadelphia,30614
2,30761,2568,royal-jordanian,30760
14,,2572,prohibited-items,
12,34932,2574,air-france,34931
12,31258,2575,dub,31257
6,34930,2576,shinkansen,34929
1,34918,2578,car-pooling,34917
2,31192,2579,cia,31191
6,33746,2580,hong-kong-citizens,33745
1,34920,2581,crater-lake,34919
3,31618,2582,ecuador-citizens,31617
7,31518,2583,norwegian-air-shuttle,31517
2,34928,2584,euronight,34927
2,53346,2585,oaxaca,53345
12,,2586,common-travel-area,
2,52961,2589,singaporean-citizens,52960
2,34907,2594,sudan,34906
1,34922,2595,geocaching,34921
5,38689,2597,scooters,38688
1,34173,2600,pbm,34172
32,34924,2601,train-stations,34923
8,34201,2605,nexus,34200
5,34916,2606,laundry,34915
1,34855,2611,haitian-citizens,34854
1,34390,2612,trd,34389
26,52074,2613,taxes,52073
13,34926,2614,pilgrimages,34925
3,34904,2616,colombo,34903
4,,2618,land-transit,
11,35004,2619,smoking,35003
4,,2620,e-cigarettes,
2,,2625,basque-country,
6,35076,2626,virgin-australia,35075
2,52980,2628,us-virgin-islands,52979
3,52978,2629,british-virgin-islands,52977
84,52878,2630,filipino-citizens,52877
11,35630,2637,visa-rejection,35629
6,53041,2639,addis-ababa,53040
6,52970,2641,dominican-republic,52969
9,35770,2642,iberia,35769
2,56405,2649,el-calafate,56404
2,,2653,tirana,
9,42536,2654,dubrovnik,42535
3,52974,2658,cayman-islands,52973
2,36668,2659,worldwide,36667
68,38835,2661,proof-of-funds,38834
5,,2662,alberta,
5,36894,2663,glasgow,36893
3,50453,2666,honduran-citizens,50452
9,52841,2669,bruges,52840
4,38290,2673,pvg,38289
2,38272,2674,sha,38271
3,37330,2677,maa,37329
18,37379,2678,delta-airlines,37378
4,38288,2681,crl,38287
3,37402,2682,tangier,37401
17,37501,2684,registration,37500
4,38284,2686,pty,38283
2,,2687,vayama,
3,,2689,oklahoma,
27,37671,2690,spouses,37670
3,53335,2691,queenstown,53334
1,38286,2692,zqn,38285
13,38270,2694,lost-luggage,38269
13,37837,2695,damaged-luggage,37836
2,,2697,american-english,
1,37933,2701,pnq,37932
5,,2702,french-language,
3,,2703,arabic-language,
3,45194,2704,dutch-language,45193
4,45196,2705,german-language,45195
16,52079,2706,english-language,52078
1,38293,2712,goair,38292
18,51624,2713,fragile-luggage,51623
1,38226,2714,catalan-language,38225
2,38337,2715,japanese-citizens,38336
6,38277,2716,spicejet,38276
3,52972,2717,air-baltic,52971
21,51798,2726,london-underground,51797
2,52963,2728,gabon,52962
2,53036,2731,brazzaville,53035
3,38827,2734,belgrade,38826
5,38664,2737,medical-tourism,38663
5,38825,2741,man,38824
2,52986,2742,malay-language,52985
6,39374,2747,silicon-valley,39373
3,38913,2748,las,38912
4,52955,2750,jordanian-citizens,52954
1,39372,2751,malacca,39371
10,52085,2753,vouchers,52084
2,41975,2756,tajik-citizens,41974
14,39366,2757,datv,39365
3,39370,2758,jal,39369
1,41971,2760,sudanese-citizens,41970
3,,2761,torres-del-paine,
1,39417,2762,boa,39416
1,39854,2764,aqaba,39853
1,39858,2766,gyd,39857
7,39507,2767,baku,39506
2,,2768,closures,
5,44450,2769,kiev,44449
9,41977,2770,ghanaian-citizens,41976
4,39852,2772,air-asia,39851
2,39850,2773,oak,39849
4,39804,2774,cai,39803
2,41985,2775,rabat,41984
1,39635,2777,asiana-airlines,39634
5,39848,2778,massachusetts,39847
68,39914,2782,passport-stamps,39913
3,53399,2784,sunshine-coast,53398
2,40087,2785,cns,40086
3,53392,2786,mount-fuji,53391
1,41967,2787,cuban-citizens,41966
1,41973,2789,fijian-citizens,41972
9,41963,2791,irish-citizens,41962
4,42149,2792,bed-bugs,42148
5,,2793,beds,
4,,2794,search,
3,40294,2795,kef,40293
3,40436,2797,lpb,40435
2,40440,2798,north-island,40439
2,41983,2799,icelandair,41982
1,41979,2802,jaipur,41978
1,41981,2803,marseille,41980
10,,3805,phone-networks,
2,41863,3806,amman,41862
10,42326,3807,china-airlines,42325
1,41965,3809,armenian-citizens,41964
5,41905,3810,sas,41904
4,53344,3811,muscat,53343
5,,3813,rates,
5,42074,3816,nairobi,42073
1,41996,3817,mozambican-citizen,41995
1,42048,3818,ecn,42047
5,42078,3820,northern-cyprus,42077
1,42151,3821,yukon,42150
2,43006,3822,gaspesie,43005
4,42324,3823,barranquilla,42323
11,42322,3825,expedia,42321
8,42320,3826,standby,42319
1,42386,3827,trenord,42385
9,42384,3828,trenitalia,42383
3,46031,3829,star-gazing,46030
1,42521,3830,naples,42520
2,42516,3831,pompeii,42515
1,42514,3832,sorrento,42513
5,42519,3833,cape-verde,42518
26,43004,3834,tfl,43003
8,43055,3836,nepali-citizens,43054
1,43053,3837,macedonian-citizens,43052
1,43051,3838,uae-citizens,43050
5,42864,3839,iraqi-kurdistan,42863
260,43133,3840,visa-refusal,43132
30,52833,3843,land-borders,52832
3,,3844,vermont,
11,43001,3845,dress-codes,43000
1,50719,3847,kurdistan,50718
4,,3848,silk-road,
5,43851,3850,bcn,43850
1,45192,3851,tarragona,45191
3,43563,3854,dominican-citizens,43562
1,43565,3855,guyanese-citizens,43564
5,43402,3856,phnom-penh,43401
2,,3857,tay-ninh,
4,43409,3858,mdw,43408
5,43554,3860,johannesburg,43553
4,43467,3861,prg,43466
1,43568,3866,zimbabwean-citizen,43567
3,66041,3867,antwerp,66040
8,43552,3868,british-citizens,43551
3,43849,3869,venezuelan-citizens,43848
5,53337,3878,gilgit-baltistan,53336
4,43998,3880,tgvair,43997
6,44197,3883,mxp,44196
1,44192,3884,milano-centrale,44191
4,45374,3886,rabies,45373
1,44753,3890,el-salvador-citizens,44752
5,,3892,sports-equipment,
4,45190,3897,vignettes,45189
1,44814,3898,gmp,44813
1,44882,3899,cun,44881
6,45140,3900,ratp,45139
1,45372,3902,malaga,45371
4,,3905,skiing,
2,,3907,grand-teton,
2,46058,3910,verona,46057
15,45618,3912,pre-clearance,45617
8,56407,3915,fare-class,56406
1,51604,3917,liege,51603
3,,3919,fare-basis,
3,,3920,overbooking,
2,46267,3922,finnish-citizens,46266
6,45885,3923,versailles,45884
2,45901,3924,pantanal,45900
2,46269,3925,azerbaijani-citizens,46268
7,52863,3927,jet-airways,52862
10,46095,3928,nostalgia,46094
15,46159,3929,national-rail,46158
4,52907,3930,bahrain,52906
2,,3931,st-maarten,
11,65821,3936,refugees,65820
2,,3940,hillwalking,
2,,3941,third-party-sites,
1,46546,3942,han,46545
3,46562,3943,nas,46561
9,,3949,in-flight-service,
45,46954,3950,removal,46953
18,47069,3951,proof-of-accomodation,47068
2,47072,3952,environmental-disasters,47071
2,,3953,meditation,
4,52953,3954,romanian-citizens,52952
1,47170,3957,yorkshire,47169
1,47179,3958,osl,47178
2,47297,3960,sea,47296
4,47345,3961,mongolian-language,47344
1,47352,3962,phrasebooks,47351
16,47367,3963,child-safety-seat,47366
5,47461,3964,cold-weapons,47460
1,47614,3965,zzyzx,47613
4,47690,3968,fmm,47689
11,53388,3971,biometric-passports,53387
2,,3972,chechnya,
3,,3975,storage,
2,,3979,china-rail,
4,50457,3981,danish-citizens,50456
3,,3983,sharia-law,
2,48312,3986,bologna,48311
1,48314,3987,reggio-emilia,48313
44,52825,3988,check-in,52824
2,48455,3991,yemeni-citizens,48454
5,,3992,packing,
1,48453,3993,luxair,48452
1,48562,3995,poa,48561
6,53048,3998,uber,53047
1,48621,3999,kno,48620
1,56653,4000,canadian-rockies,56652
2,48709,4001,lin,48708
35,48718,4003,application-status,48717
3,53357,4006,park-city,53356
2,,4013,couples,
4,49411,4016,empty-leg,49410
4,53396,4019,ita-matrix,53395
1,50698,4020,iata,50697
1,49641,4022,dme,49640
6,50449,4023,algerian-citizens,50448
184,49783,4024,transit-visas,49782
2,,4026,ugandan-citizens,
8,52837,4028,oktoberfest,52836
1,49919,4029,tgd,49918
2,49922,4030,podgorica,49921
5,,4035,oman-air,
5,51606,4038,bos,51605
64,53031,4039,short-connection,53030
1,50084,4040,waw,50083
2,,4041,stavanger,
2,65470,4042,tlv,65469
2,,4044,frontier-airlines,
11,,4045,oyster,
1,50451,4046,cameroonian-citizens,50450
7,66043,4049,booking.com,66042
1,50731,4051,cgk,50730
56,67172,4052,rationale,67171
2,52030,4055,myanma-citizens,52029
1,51869,4056,gambian-citizens,51868
6,52884,4057,komodo,52883
7,52839,4058,lombok,52838
1,52032,4059,eritrean-citizen,52031
1,51412,4061,clt,51411
10,60094,4063,lost-documents,60093
2,51551,4065,bermuda,51550
9,51573,4066,auh,51572
1,52034,4067,malagasy-citizens,52033
1,51686,4068,mcx,51685
1,51814,4069,nte,51813
4,51867,4070,albanian-citizens,51866
1,51952,4073,cur,51951
4,,4074,payment,
96,52160,4077,tourist-visas,52159
6,,4080,fishing,
7,52845,4082,caves,52844
6,,4083,uk-residents,
8,52967,4087,wizz-air,52966
1,52575,4089,skg,52574
1,52573,4090,moldovan-citizens,52572
9,53022,4091,left-luggage,53021
3,,4093,road-signs,
1,52686,4095,virgin-atlantic,52685
11,64928,4096,proof-of-employment,64927
34,52793,4097,proof-provenance-of-funds,52792
4,56680,4100,porto,56679
1,53098,4102,austrian-citizens,53097
2,60830,4106,aegean-airlines,60829
3,53406,4107,ath,53405
3,53478,4108,bva,53477
3,,4109,bud,
5,53843,4113,cooling-off-periods,53842
2,53927,4115,trusted-traveler,53926
1,54237,4120,costa-rican-citizens,54236
8,54309,4121,visa-cancellation,54308
2,56651,4122,yul,56650
9,,4125,us-residents,
2,56645,4126,aeromexico,56644
4,,4127,algonquin-park,
1,60889,4132,canberra,60888
6,55794,4135,evidence,55793
1,56643,4138,kansai,56642
3,66045,4139,reviews,66044
2,56647,4140,gulf-air,56646
2,,4141,vegetation,
1,56297,4142,t-and-t-citizens,56296
1,56382,4145,documentary,56381
2,,4147,sharm-el-sheikh,
1,56635,4148,culture-day,56634
5,56980,4154,ottawa,56979
2,,4159,thousand-islands,
1,58680,4163,dca,58679
4,,4165,bikes,
2,,4167,intermodal,
2,,4168,export-certificate,
2,,4169,buddhism,
4,,4170,zoos,
2,65864,4171,riyadh,65863
2,,4175,rwanda,
7,58890,4182,freedom-of-movement,58889
3,,4183,flyingblue,
3,,4186,sao-paulo,
3,,4192,dutch-residents,
1,69504,4193,victoria-australia,69503
3,,4195,croatia-citizens,
1,,4196,torino-porta-susa,
1,,4197,gatineau-park,
3,,4198,botswana,
3,59756,4199,tam-airlines,59755
7,,4200,hidden-city-ticketing,
1,,4201,sierra-leone,
2,,4202,hyderabad,
2,65869,4203,bahamian-citizens,65868
1,,4204,smartgate,
2,60009,4205,novice-travellers,60008
2,65684,4206,brunei,65683
2,60105,4207,yow,60104
1,,4208,nanaimo,
4,,4209,vancouver-island,
1,,4210,anonymous-travel,
1,,4211,charleston-sc,
1,,4213,argentinian-citizens,
1,,4214,moon,
1,,4215,yugoslavia,
1,66037,4216,hurum,66036
3,,4218,australian-residents,
1,60828,4219,ala,60827
1,65790,4221,cartagena,65789
1,60784,4222,coastline,60783
2,,4224,pdx,
1,,4225,lpq,
1,65867,4227,karachi,65866
1,,4228,lyari,
4,62006,4229,air-china,62005
1,,4230,rameswaram,
1,,4231,bhx,
1,,4232,tayrona,
1,,4233,dunedin,
1,,4234,mco,
3,61553,4235,bogota,61552
2,61555,4236,medellin,61554
34,61524,4237,applications,61523
4,,4238,panama-city,
7,61772,4240,industrial-action,61771
1,,4241,philip-island,
1,,4242,copa-airlines,
3,61854,4243,zika,61853
1,,4245,khmer-language,
14,65158,4246,repeat-visits,65157
2,62212,4247,sport-equipment,62211
1,,4248,tatacoa,
1,,4249,murmansk,
1,,4250,cinemas,
1,,4251,huts,
2,62445,4252,cook-islands,62444
1,,4253,bonn,
1,62603,4255,sikkim,62602
4,62623,4256,tallinja-cards,62622
2,63805,4257,atac,63804
4,63811,4258,greece-schengen-visas,63810
6,63813,4259,netherlands-schengen-visa,63812
5,63908,4260,france-schengen-visas,63907
2,,4261,valparaiso,
1,63939,4262,premium-services,63938
1,,4263,gold-coast,
13,63987,4264,germany-schengen-visas,63986
99,63982,4265,standard-visitor-visa,63981
1,64105,4266,cameroon,64104
1,64107,4267,republic-congo,64106
1,,4268,kazakhstani-citizens,
1,,4270,lan-airlines,
1,,4271,lanscape,
21,64366,4272,disputes,64365
4,,4273,toiletries,
1,64510,4274,ytz,64509
21,64675,4276,change-purpose-of-travel,64674
1,64818,4277,eu-id-card,64817
1,,4278,bivs,
2,69463,4281,burgundy,69462
1,,4282,wine-trails,
1,,4283,alsace,
1,,4284,champagne,
1,,4285,phone,
1,,4286,devices,
2,,4287,indianapolis,
3,67739,4288,indiana,67738
1,,4289,ind,
1,65465,4290,bog,65464
2,65598,4291,mauritian-citizens,65597
1,65977,4293,jro,65976
1,,4294,air-europa,
1,,4295,bgy,
8,,4296,cabin-crew,
1,,4297,airberlin,
1,,4298,lot-polish-airlines,
1,,4300,battery,
8,66623,4302,deception,66622
1,66888,4305,vfs,66887
1,,4307,car-sharing,
1,,4308,hungarian-citizens,
1,,4309,wlg,
1,,4311,maltese-citizens,
5,,4312,vwp,
2,,4313,tofino,
4,,4314,victoria-bc,
1,,4315,liechtenstein-citizens,
1,,4316,halle,
1,67525,4318,aruba,67524
2,,4319,sport,
5,,4320,crimea,
9,67976,4321,climbing,67975
1,,4322,gulf-of-guinea,
1,,4324,korean-language,
2,68196,4325,language-choice,68195
1,,4331,ccu,
1,,4332,nsw,
1,,4333,san-marino,
1,,4334,alicante,
1,,4335,benidorm,
1,,4336,aeroplan,
1,,4337,english-channel,
1,,4338,seaports,
1,,4339,ceremonial-events,
2,,4340,transnistria,
2,,4341,abkhazia,
1,,4342,ethiopian-citizens,
1,,4343,supermarket,
1,,4344,cycling,
1,,4345,cemetery,
7,69681,4346,tsa-precheck,69680
1,,4348,montana,
1,,4349,maine,
1,,4350,tourist,
1,,4351,f2-visas,
1,,4352,zambian-citizens,
1,,4353,bosnian-citizens,
1,,4354,italian-residents,
1,71152,4355,chukotka,71151
0,,4356,bin,
4,71194,4357,lgbt,71193
